id,label,SLC10A2,OR2T10,NTS,SLC6A3,LINC00887,ENPP7P8,AL163636.1,SLC47A1P1,AC025627.1,TTC21B-AS1,AL109615.1,AP003465.2,AL109946.1,AC133637.1
TCGA-P4-AAVL-01A,1,0.051081995,0,0,0,1.716997071,0,0.606728695,0.24618606,0.35599259,0.110854826,0,0,0.091081158,0
TCGA-5P-A9KE-01A,1,0.112736143,0.447254465,0,0,1.56152547,0.103434918,0.227573932,0.246697513,1.177753758,0.00959183,0,0,0.091280642,0
TCGA-A4-7915-01A,1,0.191322483,0,0,0,0.049899068,0,0,0.018174253,0.062800696,0.504873502,0,0,0,0
TCGA-DW-7840-01A,1,0.085500879,0.258911788,0,0.007442644,0.938625234,0.06084094,0.281711662,0.124406061,0.361164976,0.025794164,0.139364908,0,0.031507426,0
TCGA-A4-A6HP-01A,1,0.165877663,1.183025736,0,0.020165024,0.828734525,0.055297323,0.274508183,0.197929218,0.263876654,0.023417921,0.351631651,0,0,0
TCGA-G7-6797-01A,1,0.038776143,0,0,0.016551415,1.388170478,0.089582225,0.853995562,0.380030078,1.371013429,0.202787709,0,0,0.052336502,0
TCGA-MH-A55Z-01A,1,0.127457134,1.02540488,0,0.008040729,0.506137326,0.107787388,0.51877522,0.184270856,0.968135615,0.027852802,0,0,0.050728915,0
TCGA-5P-A9K0-01A,1,0.223089193,0.299536284,0,0,0.758122205,0.109228549,0.210008555,0.117125633,1.369047477,0.010147742,0.308130513,0,0.06101078,0
TCGA-WN-A9G9-01A,1,0.018865711,2.243236353,0,1.073051219,0.330570305,0.653179232,0.023755841,0.324690782,0.991328327,1.153845802,0,0,0.115431539,0
TCGA-B9-A8YI-01A,1,3.096404052,0.100574591,0,0,0.098608283,1.411098802,0.125010408,0.190465421,0.900567781,0,0,0,0,0
TCGA-GL-7773-01A,1,0.02339103,0.031292933,0,0.032915805,0.623310999,0.036503843,0.270438863,0,0.079171093,0.02304026,0.063851771,0,0.283016907,0
TCGA-J7-8537-01A,1,0.878647976,0,0.705618862,0.01818747,0.33738031,0.066201126,0.105087208,0.305240061,0.207957849,0.031570671,0.114928803,0,0.076089656,0
TCGA-GL-A59T-01A,1,0.496393754,0.561500621,0,0,0.993397434,0.041614964,0.229798837,0.126685644,0.090072754,0.03924769,0.072696726,0,0.266059716,0
TCGA-A4-8517-01A,1,0.276672774,0.14935434,0,0,0.568875611,0.106321605,0.317460502,0.214007431,0.562691888,0,0.06352998,0,0.014070889,0
TCGA-UZ-A9PR-01A,1,0.160162433,0.079570387,0,0.011434127,0.755353297,0.047025721,0.582663327,0.543210821,0.997699484,0.02972124,0.055205237,0,0.024296792,0
TCGA-AL-3467-01A,1,0,0.06351121,0,0,1.462234192,0.073951369,0.098323082,0.114334832,0.430122083,0.035316258,0.406081331,0.079497077,0.057194862,0
TCGA-2Z-A9JM-01A,1,0.236989248,0.801113368,0,0.131962506,0.250389811,0.078578915,0.084132979,0.376787842,1.097508824,0,0.199472607,0,0.075602748,0
TCGA-KL-8332-01A,2,0,0,0.018557497,0.006495845,0,0.017960727,0.01925893,0,0,0.011309465,0.062459648,0,0,0
TCGA-KN-8423-01A,2,0,0,0,0,0,0.05635657,0,0,0,0,0,0,0,0
TCGA-KL-8327-01A,2,0,0,0,0,0,0.034825481,0,0,0,0,0.060942307,0,0,0
TCGA-KO-8409-01A,2,0,0,0,0,0,0.015993903,0,0,0,0,0.109354102,0.067677567,0,0
TCGA-KN-8430-01A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-KL-8329-01A,2,0,0,0,0.008461343,0.0045506,0.02336727,0.04967812,0,0,0,0.041012544,0,0,0
TCGA-KL-8338-01A,2,0.006054149,0,0.057801889,0.005130231,0.00550998,0.028255038,0,0.017787396,0,0,0.188661927,0,0,0
TCGA-KN-8429-01A,2,0,0,0.096182965,0,0.041945679,0,0,0,0.029953584,0,0.138784567,0,0,0
TCGA-KL-8331-01A,2,0.005659698,0,0.027302721,0.009575864,0.010283515,0,0.014235282,0,0,0.024916515,0.091250229,0,0,0
TCGA-KO-8403-01A,2,0,0,0.063526694,0.004520647,0.014517301,0,0,0,0.027406837,0.015706402,0.043722456,0,0,0
TCGA-KN-8433-01A,2,0,0,0.03662887,0.006451269,0,0.087062824,0.038004425,0,0.038980337,0.033436977,0,0,0,0
TCGA-KL-8334-01A,2,0.005335823,0,0,0,0.004856111,0,0.026722161,0,0,0.015708857,0.08617188,0,0,0
TCGA-B0-5077-01A,0,2.520497303,0.376207755,1.286431472,6.988318538,3.848812272,0.8969521,0.371241,0.9760975,2.730931,3.693929,5.447212393,0.05062646,1.197809,0.01245029
TCGA-BP-4165-01A,0,4.016686652,1.035068199,0.924148675,6.584300988,3.023552105,1.425433,0.4826934,0.7285161,2.110286,2.588552,2.204398355,0.470085,0.1351495,0
TCGA-CJ-4905-01A,0,3.016978042,2.063616049,0.267767694,5.769310529,3.232636231,0.8526559,0.5359239,0.3775595,0.7239005,3.927026,3.4619587,0.3992614,0.2273777,0
TCGA-CZ-5460-01A,0,4.022501083,0.758993886,1.802954688,5.99205441,4.013289706,0.9475385,0.5591648,0.440996,0.5513917,2.641236,1.200918208,0.307615,0.3592581,0.1698781
TCGA-B0-4839-01A,0,1.009613108,0.446273269,0.898934493,3.967814462,3.008815058,0.2388494,0.4231555,0.1106567,0.1888965,1.448879,0.377684658,0.6299996,0.4760114,0
TCGA-CZ-5458-01A,0,1.536616109,1.108377524,0.265527446,5.999446598,3.936780465,1.52375,1.269717,0.5973135,0.8019878,4.003822,3.829418747,0.1064619,1.726784,0.01334479
TCGA-B0-4696-01A,0,0,0,1.238952791,0.043471739,0.324146573,0.02027572,0.02174,0.1227067,0.1289134,0.03797864,0.201586909,0,0,0
TCGA-BP-4989-01A,0,0.643765792,0.390294079,1.123777866,3.139073311,3.24982789,0.4918732,0.07811525,0.2308197,1.124183,4.727096,0.741273695,0.2003346,0.009556995,0
TCGA-CW-5587-01A,0,4.057005917,1.30510408,1.395145015,5.559996725,2.272133921,3.554465,0.4908906,0.1615561,1.013541,2.368937,0.848515712,0,0.7754634,0.0421219
TCGA-AK-3454-01A,0,0.470042488,0,3.406205631,7.617596804,4.052247021,0.6638745,0.3584891,0.3294832,0.08992726,3.627781,0.498512893,0,0.9916395,0.4505557
TCGA-B0-4814-01A,0,3.827811071,0.490626952,1.15249535,6.612524014,4.130693207,1.532791,0.8579732,1.83524,1.636981,2.308924,5.006221502,0.1400845,0.01306802,0.05258157
TCGA-B0-4849-01A,0,2.058806962,0.591229212,0.688623216,6.651920827,5.108869374,1.235882,0.5036313,0.4759554,1.780201,4.68866,3.788604028,0.34307,0.0675155,0
TCGA-B0-5700-01A,0,2.142555247,1.332981565,0.594229313,6.356420624,3.033200073,1.625467,0.4141912,0.9271431,0.3552072,4.513935,2.832134872,0.3136269,1.59742,0.10254
TCGA-B8-5159-01A,0,5.176961509,0.439176462,0.420978333,5.252954056,3.615209687,3.217344,0.7900984,0.4234025,1.50122,1.183345,0.358889423,0.141902,0.3243496,0.03574096
TCGA-B0-4718-01A,0,0.01016329,0.040473441,0.185795956,8.138526689,4.51143377,0.5513822,0.2797819,0.5854714,0.964598,4.2356,3.344783604,0.5157567,0.2836908,1.358597
TCGA-BP-4776-01A,0,2.435072649,1.313585346,0.098095374,6.553667313,4.06530295,0.8615527,0.264057,0.6952949,0.8673541,1.579598,2.445858026,0.1020942,0.6440865,0
TCGA-CZ-5987-01A,0,3.342398334,0.719504444,0.56893937,0.354672205,3.064494102,0.5358515,0.5867192,0.06369797,0.5992119,5.035912,1.441332482,0.1077076,1.786016,0.05328184
TCGA-B8-5163-01A,0,0.227069225,0,0.071586973,3.79352205,1.942451153,0.1538265,0.3636427,0.02523267,0.08667847,2.878306,0.231259493,0,0.7542056,0.03147653
TCGA-BP-4176-01A,0,2.003788868,0.635861945,0.073489636,1.811550539,3.732497495,0.1782064,0.7514778,0.3115726,0.9688937,4.361514,1.025648041,0.1205441,1.067956,0
TCGA-BP-5174-01A,0,1.880157271,0.896230035,0.029125965,4.428049183,1.592589604,1.233746,0.3143509,0.2457014,1.573659,4.460717,1.056797407,0.06006089,0.7246097,0.01480702
TCGA-BP-4345-01A,0,0.540192907,0,2.992699122,3.365252296,2.080522344,0.09656286,0.252118,0.05271769,0.3837968,1.144988,2.144964671,0.06019258,0.6156572,0.04406975
TCGA-B0-4700-01A,0,1.154028217,0.082622077,0.06688958,4.942748224,3.435266721,0.064773,0.1832891,0.08080304,0.105431,1.944398,0.919923906,0,0.8854926,0.2240909
TCGA-BP-5186-01A,0,3.417486443,2.672530165,0.365731776,5.384003079,2.963915492,1.941798,0.9570452,0.4727771,1.391961,3.132197,3.354312018,0.06068353,1.327915,0.01496296
TCGA-B0-4852-01A,0,3.555039942,0.284089957,1.398481996,6.065860818,3.862678623,2.007318,0.6783183,0.8525242,1.459278,3.430135,4.485572552,0.1851998,0.3211729,0.2381773
TCGA-CJ-4900-01A,0,1.908647592,1.246168819,0.1270548,4.118974888,3.174989987,0.6648495,0.4670292,0.2528731,0.944479,4.438477,2.918820071,0,0.8654841,0.0378903
TCGA-A3-3370-01A,0,3.323767733,0.61782431,0.429125842,6.064665036,3.102808053,2.893343,0.6223667,0.705555,3.07257,1.202766,4.124345517,0.09172631,0.979943,0.02280193
TCGA-BP-4332-01A,0,3.270902287,1.846700754,0.395933507,5.375742087,3.670209561,0.4305247,1.158411,0.2124121,1.669219,5.297235,5.657053899,0.2951177,1.577721,0
TCGA-B0-4712-01A,0,0.048555828,0,0,5.710976694,4.081968435,0,0.2561493,0.01809595,0.06253425,0.2581563,0.099056053,0,0.2171853,0.0594651
TCGA-B8-5164-01A,0,2.875183109,0.712813043,0.693660341,0.305827598,1.848240443,1.899101,0.3107213,0.2603486,0.595915,2.137041,0.233678818,0.09962451,0.2982735,0.01246165
TCGA-BP-4355-01A,0,1.651771685,0.129229139,0.615339518,7.416497812,4.96958529,0.7381394,0.4848431,0.5929347,2.160759,2.795801,4.120978513,0.3596191,0.02409375,0.01642494
TCGA-AK-3450-01A,0,1.311616843,0.201715529,0.446226963,5.14175373,3.206683369,1.898874,0.460758,0.2705309,1.6652,0.6584699,2.139679925,0.06656763,1.162772,0.03269308
TCGA-B0-5081-01A,0,1.504046581,0.060124148,0.359152665,3.854015351,3.451459366,0.04705616,0.2895915,0.04431586,0.4679828,1.541525,0.434340615,0.1926239,0.1484049,0.1083509
TCGA-CJ-5676-01A,0,2.00523206,0.151723128,2.487282021,5.216126401,3.861435212,0.03691729,0.3849985,0.1342821,0.04058249,3.604322,0.350079552,0.1527267,0.5344706,0.07614798
TCGA-CJ-4871-01A,0,3.423110808,0.399666346,1.293207048,5.011863978,4.020781863,0.8519703,0.4526826,0.1355597,0.1196088,0.9449026,2.497209598,0.1723331,1.071769,0.1138468
TCGA-B0-5109-01A,0,0.111209949,0.240503603,0.90792401,0.691702375,0.938114949,0.1453492,0.1716497,0,0.1080634,0.6021038,0.414433405,0,0.1722071,0.01765683
TCGA-BP-4352-01A,0,0,0,0,0.076372785,4.820307136,0.1175468,0.02890395,0.1459926,0.05870009,0.09109726,0.519105209,0.05746585,0.4842688,0
TCGA-B0-5694-01A,0,1.383845747,0.382560912,1.664395141,3.591863151,2.979760016,0.1802408,0.6222743,0.3749333,0.4415273,4.428169,2.562877131,0.08909429,1.979855,0.02213239
TCGA-B0-4818-01A,0,3.464894935,2.394610202,0.774332153,5.592818596,3.67692856,0.8739221,0.9287383,0.5110648,1.353816,2.787848,4.007194521,0.115599,0.1135511,0.02891644
TCGA-CZ-4859-01A,0,5.296350587,0,0.151425719,5.977836411,2.998902463,2.589217,0.8113963,0.5178294,0.2245121,3.372376,2.882755199,0.2602964,3.360211,0.01149181
TCGA-BP-4999-01A,0,4.007718482,0.573323368,0.388887871,6.72531651,3.305091151,0.6111401,0.7291003,0.5942502,2.344745,5.1284,3.87726562,0.1671487,0.99818,0.02134482
TCGA-CW-5589-01A,0,3.136616954,0.626356894,0.205648122,5.36902029,4.095822886,1.429884,0.788278,0.2621419,0.8231334,1.866956,2.691596303,0.4962974,0.06881049,0.1370338
TCGA-CJ-4890-01A,0,0.497960926,0.105811014,0.527220466,1.080565821,3.009181706,0.4856281,0.3306605,0.1084846,0.4562473,2.252659,0.675169711,0.106522,0.2773635,0
TCGA-BP-4807-01A,0,1.534360122,1.313850746,0.019483237,4.97370365,3.03266483,1.359302,0.8960283,0.2804327,0.946197,3.804914,2.825201801,0.3599812,2.140476,0.03915406
TCGA-B8-4621-01A,0,0.205157824,0.059260196,0,0.041832483,2.557224272,0.7254068,0.2221439,0.14072,1.030526,0.05803402,0,0,0.2490084,0
TCGA-CJ-4884-01A,0,2.64009274,0.085979806,0.867954595,4.818084684,3.220376873,2.080448,0.1700559,0.2525463,1.700975,5.714014,0.763002325,0.1582637,0.3279225,0.02681155
TCGA-BP-4331-01A,0,2.306498297,2.746661892,0.860001733,5.931671036,2.725947774,1.484677,0.6001615,0.3396411,1.59043,4.871721,3.938753414,0.114865,0.7295937,0.02872733
TCGA-DV-5575-01A,0,2.933073541,0.417517779,0.503109532,5.755150675,3.934831527,0.3129646,0.5920577,0.1766381,0.4115753,1.935999,0.362001306,0.1367191,2.040332,0.0512808
TCGA-DV-5569-01A,0,2.552495061,0.981149693,0.495312558,5.073650614,3.242325606,1.137029,0.4889334,0.1233335,0.441455,3.063808,1.589838902,0.1780591,0.0223738,0.01524954
TCGA-CJ-5675-01A,0,2.391809204,3.810198374,0.152154607,3.700998608,3.635333338,0.9772124,0.4842538,0.1189193,0.119232,3.217906,0.898349439,0.5496176,0.8579887,0.0578594
TCGA-B8-A54K-01A,0,0.015047452,0.088539622,0.036299548,1.803780363,0.080306843,0.05239288,0.4820688,0.02214067,0,1.305377,3.13647062,0.1456438,1.594069,0
TCGA-B0-4841-01A,0,0.903978196,0.23304223,2.039969593,4.140982621,3.178626936,0.1136336,0.150418,0,0,3.392126,0.445509661,0,0.7188459,0
TCGA-CW-5584-01A,0,2.133671047,2.201671393,0.029289025,4.885584062,3.489114516,0.261175,0.445643,0.534187,0.2850302,4.993813,1.697296794,0.3776804,0.04337013,0.01489033
TCGA-B0-5692-01A,0,4.23533387,0.416778139,0.607381704,0.470604466,1.745074005,1.058095,0.3041077,0.5047004,0.6625683,1.034715,1.202352753,0.136453,0.5549875,0
TCGA-A3-3316-01A,0,1.108044763,0.404646557,0.257623773,6.37712634,3.840269013,0.07257919,0.7187374,0.2560155,1.330212,4.713054,3.886402764,0,0.8104481,0.1242064
TCGA-BP-4338-01A,0,0.210059994,0,0.055012079,2.927690091,2.204514204,1.581754,0.8470874,0.1175974,0.6894545,0.2208169,0.037827484,0.04601211,0.04921541,0.01130183
TCGA-B0-4827-01A,0,0.500184627,0.286216357,0.098516205,4.0913868,0.682848655,0.7879251,0.4700364,0.2151849,0.3157149,2.758629,2.905162745,0.05217648,2.977276,0
TCGA-CW-5585-01A,0,4.477258525,0.583712487,0.191202808,6.078063896,2.509109082,1.679263,1.210871,1.068103,1.519963,3.262025,2.787158876,0.7978395,0.220018,0.01287031
TCGA-EU-5906-01A,0,4.553983266,1.726023045,0.351376612,4.88015384,3.135709399,1.989666,0.7019493,0.3464532,0.7232973,2.082389,4.435157298,0.08698118,0.05494365,0.02159551
TCGA-B0-5096-01A,0,0.072829002,0.058905693,0.018040172,0.025091972,2.393531901,0,0.2100665,0.2240637,1.412412,0.1763685,0.060743928,0,1.459795,0
TCGA-BP-4158-01A,0,1.792124501,0.13794571,1.664074633,6.482546379,3.777043339,1.095857,0.7478303,0.855226,3.040468,5.133064,4.417895777,0.0711013,0.7374099,0
TCGA-BP-4762-01A,0,2.1991744,1.673261445,0.088080609,2.630771067,2.553748022,1.293887,0.7630482,0.2367257,0.3171366,1.520478,2.775054808,0.06176547,0,0
TCGA-BP-5189-01A,0,3.393277355,0.568607286,0.426082037,4.328074543,4.124728125,0.2487608,0.4184225,0.2779486,1.025502,4.349134,2.654213969,0.2499651,1.012709,0
TCGA-B0-5097-01A,0,0.013391366,0.104417233,0.079507217,2.874134443,3.598857465,0.7483016,0.3048049,0.07727116,0.3119385,2.818614,0.695652249,0.06659146,0.507454,0.0487835
TCGA-B0-4703-01A,0,0.006337467,0,0.075183248,0.068302537,1.960633303,0.4892941,0.2222989,0,0.09541245,4.244673,3.62895927,0,0.8575385,0
TCGA-B2-A4SR-01A,0,2.44812872,0,0.085130878,7.148551428,3.812980021,1.930343,0.8338218,1.013096,2.091818,1.483255,3.439171268,0,1.748768,0
TCGA-BP-4337-01A,0,1.56746537,0.053802731,0.611394551,7.273808057,3.317488256,0.0626814,0.5851354,0.6770221,2.222094,4.226062,1.147603164,0,0.3091778,0.1433435
TCGA-A3-A6NJ-01A,0,3.60202224,0.977352924,0.034045955,6.0351035,3.741902524,2.094106,0.6846479,0.2838083,0.6411141,2.309085,2.711383484,0.2007893,0.9103162,0.05135645
TCGA-CJ-5671-01A,0,1.009006036,0.05247783,0.661394693,4.387534851,3.470471025,0.1899165,0.3933956,0.09475769,0.2516908,3.391178,0.106281469,0.1286324,0.6622243,0.01623359
TCGA-CJ-6032-01A,0,4.267948942,1.986314742,0.448584846,5.760201993,3.016910001,2.907552,0.7057245,0.3964013,0.0779132,2.499708,2.297849705,0.1487391,1.79139,0.09798879
TCGA-B0-5712-01A,0,3.92350077,1.220408263,0.014780241,4.449172972,3.052235647,1.341705,0.7611227,0.2172329,1.17012,5.517329,1.762605347,0.3306462,0.2341531,0
TCGA-B0-4833-01A,0,2.361581703,0.974456523,0.865985241,6.838735266,4.001923459,1.710094,0.4579348,1.057791,1.815088,3.582578,2.247420538,0.5146614,0.594563,0
TCGA-EU-5905-01A,0,0.152350611,0.356315179,0.816620116,6.759842911,4.257668298,0.7266501,0.5425892,0.4752706,0.1942686,1.153019,0.658243432,0,0.7589602,0
TCGA-DV-A4VZ-01A,0,0,0,0.963569284,0.39789265,0.342593996,0.01805627,0.4628898,0.02261554,0.07785745,0.6210741,2.055952235,0.1486352,0.8037634,0
TCGA-AK-3427-01A,0,0.039002713,0.052084146,0.151850939,0.03310781,0.029671438,0.07546578,0,0.2975431,0,0.06657971,0.295838845,0.1276921,0.03530646,0.03204265
TCGA-BP-4983-01A,0,0.010922277,0,0.175402037,0.182934987,0.55942769,0.0506642,0.1193831,0.06327858,0.1092677,0.02409319,0.088300929,0.05449641,0.5597953,0.05292978
TCGA-CJ-4874-01A,0,4.051865732,0.983761328,1.082314989,6.312367834,3.152239793,1.856618,0.7934182,0.3721975,0.5792001,2.959772,1.771395885,0.06204948,0.06634386,0.01530524
TCGA-B0-4707-01A,0,0.316784001,0,0.071967852,5.312863774,4.37472736,0.627082,0.2987541,0.05851519,0.9043055,4.986871,0.764881426,0,0.5920776,0.1193529
TCGA-AK-3426-01A,0,0.257143071,0.04292541,1.028219589,0.297309939,2.953541531,0.09840244,0,0.06250235,0.473498,2.195611,0.583625037,0,0.6381332,0
TCGA-A3-A6NI-01A,0,1.990875563,1.67614837,1.178093336,1.298605524,3.35053427,0.4397737,0.4324819,0.4274961,0.990077,1.440628,3.729401222,0.1213334,1.432415,0.01527827
TCGA-A3-3352-01A,0,4.686951706,0.01709513,1.850262177,6.364495904,4.052817975,2.069341,0.7864023,1.44892,2.445318,0.2326907,2.872255873,0.2016811,0.06791222,0.0414238
TCGA-B0-5084-01A,0,0.092232239,0.022373275,0,2.257972933,2.935542091,0.1735767,0.1603531,0.03268281,0.2882256,0.4206048,0.600327824,0,0.6103526,0.02729035
TCGA-CZ-5461-01A,0,4.238203968,0.365511308,1.764704787,4.686895362,2.265408684,1.245389,0.6998864,0.288022,0.1390133,4.963441,0.216966883,0.1788438,0.5277024,0.01150569
TCGA-DV-5565-01A,0,0.947508645,1.558512686,1.065837428,4.555755023,2.65941457,0.1094108,0.2253254,0,0.03531032,1.960512,2.090752686,0.3131972,0.1980191,0
TCGA-B0-4710-01A,0,3.272078802,0,0.191451586,7.252764792,3.607288375,2.405767,0.842551,1.175601,1.368053,1.570895,5.348104401,0,0.01167016,0.8352249
TCGA-BP-5178-01A,0,0.903537486,0.082216052,0.298867289,3.238326613,4.054797008,0.2697476,0.4222601,0.1046404,0.2719507,3.20864,0,0.1027449,0.540513,0.02561479
TCGA-B4-5838-01A,0,2.271578915,0.362138966,0.553526452,6.056285669,4.191864371,0.09956859,0.5709136,0.2195056,0.5053341,4.530764,2.010189629,0.07218398,1.987965,0.01785238
TCGA-B8-A54H-01A,0,2.93910783,0.020938354,0.110298169,5.518181106,3.687766205,1.64479,0.350401,0.4368375,1.516854,3.844235,2.898481818,0.1024639,0.9057846,0.06302869
TCGA-B0-5711-01A,0,4.079918609,2.440920993,0.832402788,6.124816364,3.677744732,0.8117899,1.003485,0.6377868,0.6155333,3.512843,1.581136665,0.4756386,0.2269685,0.01511293
TCGA-B0-5104-01A,0,1.586672843,2.132021131,0.324240438,5.564903036,3.425250148,2.15622,0.5803001,0.7741171,1.052145,2.686692,1.290227753,0.1043927,0.009628528,0.07674174
TCGA-AK-3453-01A,0,1.251684436,1.897961213,0.419832269,4.662655805,2.833083493,1.69002,0.1500009,1.173566,1.36396,4.085534,0.444390007,0,0.1090717,0.06034622
TCGA-B0-4701-01A,0,1.173025143,2.177232063,0.876695921,5.139622164,4.861540828,0.6948622,0.5454939,0.2193314,0.5572679,4.183498,0.705196756,0.3291988,0.1621266,0.03545656
TCGA-B0-5713-01A,0,3.543697482,0,0.070951004,5.435283213,3.470244941,1.79822,0.7841791,0.3299876,0.5791202,2.023021,1.72617932,0.0593967,0.01078132,0
TCGA-B0-4714-01A,0,2.405655992,1.029362666,1.984109337,7.202308345,4.216443053,0.9305852,0.3535577,0.5881943,2.867318,5.405624,6.608069128,0.07828856,0.0284342,0
TCGA-B0-5099-01A,0,1.435593316,0,0.355245265,6.89400384,3.476119493,1.329378,0.6274897,1.105905,2.11455,4.341087,4.599573507,0.06565336,1.987837,0.07928534
TCGA-B0-4815-01A,0,1.040035365,0.443566794,0.478536616,0.637506414,3.712314768,0.09776034,0.4378381,0.294154,0.5047963,2.619888,0.319181482,0,0.4043031,0.1841355
TCGA-BP-5183-01A,0,4.115044472,2.391398379,0.068483486,4.901498555,4.368986806,2.016457,0.5021523,1.002311,1.43757,2.661472,0.622893638,0.07130489,0.7154636,0.15142
TCGA-B0-5120-01A,0,2.648662002,1.088042637,0.161829815,5.309819945,3.673344934,0.4271685,0.7513109,0.5050649,1.134438,5.114909,1.795346271,0.06348661,1.280458,0.01566563
TCGA-B2-5641-01A,0,3.867177699,1.368874912,1.955063957,4.466063134,2.891855876,0.3731165,0.276297,0.3182758,0.4058448,4.674874,2.844995898,0,0.6690639,0.02937887
TCGA-CZ-5984-01A,0,3.764882746,0.523381434,1.975334128,4.494831426,3.240685512,0.9250696,0.6039743,0.3890281,0.3466041,0.5617549,0.830278708,0.05375474,0.6746557,0.02634068
TCGA-B0-4819-01A,0,0.403319952,0.137311022,0.366729749,3.054871,1.049734423,0.2469644,0.1861221,0.1214577,0.3000586,3.471792,0.318791026,0,0.05087058,0.06874331
TCGA-BP-4976-01A,0,2.443134857,0.849245533,0.167117754,6.352111424,3.034311269,2.659878,1.08228,0.2545093,1.065297,4.529189,3.22801605,0,1.691816,0.01050617
TCGA-B0-5693-01A,0,3.373148833,1.12133005,0.100554004,5.083364714,4.182562091,2.299597,0.666271,0.8965799,0.7142974,2.718134,2.497269047,0.07060287,1.244602,0.03469958
TCGA-B8-5553-01A,0,1.388168959,3.986692877,0.779608438,5.706820703,3.82010139,1.317316,0.5591618,0.1786338,0.353394,3.253224,1.876535196,0.06387324,0.8282917,0
TCGA-CJ-4912-01A,0,0.254844502,1.09289573,0.431675128,0.241687195,4.191353222,0.1082065,0.4604769,0.04623907,0.5432228,3.738431,1.636454782,0.1529679,0.9322845,0.01944921
TCGA-A3-3320-01A,0,4.598272319,0.304513636,0.076668591,6.430875556,4.034255074,2.866991,0.8962207,1.265794,3.057375,2.545351,5.517431023,0.1846272,0.01166984,0.01584556
TCGA-B0-4697-01A,0,0.083199898,0,0.194428235,2.624622582,2.635250526,0.1436568,0.1535721,0.06182091,1.053533,0.2059903,0.167697231,0,0.7635904,0
TCGA-B2-4101-01A,0,3.424585318,0.56617667,0.017340625,6.191430093,4.327322455,1.951106,0.6689864,1.060888,2.626985,2.537893,4.711977801,0.265009,0.2820514,0.08565405
TCGA-A4-8515-01A,1,0.466345246,0.746855328,0,0,0.486822152,0.016716311,0.511039636,0.479999743,0.759320839,0.092063226,0.058193564,0,0.012870336,0
TCGA-B9-5155-01A,1,0.407711785,0.023804583,0,0.025042467,0.869919932,0.196379495,0.544841624,0.212305529,0.146656147,0.142507077,0.048702535,0,0,0
TCGA-B9-A5W8-01A,1,0.117389143,0,0,0,0.716156677,0.180015375,0.192277452,0.087488203,0.449631571,0.101720681,0.160071808,0,0,0
TCGA-2Z-A9J6-01A,1,0.230955284,1.042711615,0,0,0.258349511,0.242467816,0.363951335,0.298176961,1.650018882,0.062426943,0.070007016,0,0.030899908,0
TCGA-HE-7130-01A,1,0,0,0.844511192,0.00725676,0.502923758,0.078600898,0.042691784,0.025114985,0,0.012631779,0.069620205,0.084485182,0.045848333,0
TCGA-P4-AAVK-01A,1,0.513222788,0.915552168,0,0.031941033,0.842819188,0.142185007,0.450663695,0.287930581,0.296319295,0.009357002,0.101868985,0,0.011443964,0
TCGA-UZ-A9PS-05A,1,0.230929781,0.059826465,0,1.17131776,0.034121413,2.383556622,0.092682604,0.107809664,1.497992007,0.054995898,0.061692825,0,0.131080935,0
TCGA-B9-4617-01A,1,0.186042244,0.403947406,0.257156329,0.0069919,0.066214995,0,0.17658782,0.43859539,1.412800641,0.083120248,0,0,0,0
TCGA-Y8-A8S1-01A,1,1.968008985,0.037757306,0.022918045,0.174247608,0.639307835,0.044028346,0.180114337,0,0.140550913,0.013975145,0.149841479,0,0.017086043,0
TCGA-G7-7501-01A,1,5.868920536,0.435573993,0.302288245,0.005087667,0.407457648,0.055510991,0.452292364,0.086121331,0.282005027,0.060913525,0.049123654,0,0.320581909,0
TCGA-MH-A856-01A,1,0.344729177,0.139910844,0,0.020470927,1.61931738,0.056125924,0.226788292,0.035459073,0.284895289,0.231988526,0.097684842,0,0.417408265,0
TCGA-IA-A40X-01A,1,0.108594912,0.26574803,0.250948592,0,0.31486985,0.816910307,0.618527564,0.069592326,1.146726675,0.035270144,0.065405302,0.079394839,0.043051177,0
TCGA-IA-A83T-01A,1,0.067956558,2.115078596,0,0.019515636,0.406535199,0,0.254167447,0.476411185,0.222126573,0.017031741,0.093240496,0,0.061574344,0
TCGA-SX-A7SP-01A,1,0.909764981,0.026745598,0.079286791,0.016946715,1.860566247,0.177856619,0.14477939,0.253412529,1.43769464,0,0.158139316,0,0.304965883,0
TCGA-5P-A9JV-01A,1,1.656894336,1.047501508,0.0188459,1.740744815,3.669836783,0.593524185,0.522826899,0.34634877,1.894069873,3.662415463,1.146192811,0,0.63025685,0
TCGA-DW-7836-01A,1,0.036190899,0.268395746,0.086423443,0,0.821649846,0,0.455950585,0.10425557,0.10956401,0.053150802,0,0,0.039221401,0
TCGA-A4-7286-01A,1,0.321238388,0.739110228,0,0,1.413726815,0.209637774,0.059278393,0,0.680330182,0.035009063,0.35184111,0,0.310931496,0
TCGA-B3-A6W5-01A,1,0.500567983,1.257634853,0.237805282,0.005621318,0.347756083,0.076131012,0.203060818,0.148951626,0.222804984,0.122352677,0.106419008,0,0.169916565,0
TCGA-P4-A5E6-01A,1,0.847924961,0,0,0.072319352,2.316353701,0.018595459,0.134112308,0.090984831,0.330009557,0.034848938,0.126492609,0,0.110761901,0
