id,class,SLC10A2,AC018541.1,AC003984.1,AC018467.1,UGT1A9,AC087762.1,SLC17A4,PLG,AL138826.1,AFM,CYP4A11,CYP4A22,LINC02061,OR2T10,AC138089.1,A1CF,AC073346.1,LINC02275,AC087379.2,GSTA2,ARSF,AL080248.1,AC002401.1,AC124854.1,GSTA7P,AC027458.1,NTS,LGSN,AC021744.1,SLC47A1,AVPR1B,SLC6A3,TAL2,ZYG11A,LINC00887,AL158070.2,GLYATL2,CAPN14,CREB3L3,LY6E-DT,ENPP7P8,AP004782.1,AL033381.1,AC008554.1,GYPA,CIB4,LINC01060,AL163636.1,SLC47A1P1,ENPP7P7,AC007953.1,LINC01886,AC019193.3,RNA5SP107,AC018742.1,LINC01714,AC025627.1,AP002761.2,FAM205C,OSTM1-AS1,FABP7,LINC01077,TTC21B-AS1,LINC00462,AL109615.1,KISS1R,AC073115.2,AC015977.1,AC073115.1,AC009084.1,RPL37P11,LINC02310,AC104316.2,OR10Q1,AC099786.1,EGLN3-AS1,HMGN1P13,AL450322.1,DHFRP2,UQCRB,AC093583.1,LINC01788,WT1,FGB,KRT223P,SORCS3,LBP,FGA,LINC01559,AP000424.1,AC108749.1,TFF2,HSD52,AC013391.3,C5orf46,AC011352.3,AC114803.1,AL109946.1,ADAM18,AC011352.1,AC007326.1,AC079466.1,AL391845.2,SFTA1P,HTR6,SCGB3A2,GSG1L2,PPDPFL,DEFB131E,OPN4,ELDR,LINC00460,APOL5,DDX43P3,AC068492.1,AC010729.2,AP003100.1,RNU2-52P,SLC18A3,AC133637.1,AC006262.2,LINC00160,AC008060.4,LINC02703,AC008060.1,LINC02195,AL596087.2,AC113346.1,LINC01234,LINC01522
TCGA-EU-5906-01A,0,4.553983266,0.3464265,1.032985,0.04290002,6.468098,1.523364,4.102919854,3.252062024,3.088043,1.329597005,5.658914161,2.459979748,1.502666,1.726023045,1.341508,4.009515325,2.13401,1.153198,0.8178938,8.227137,2.000973231,2.270092,1.934792,3.236071,1.712212,2.408939,0.351376612,0.354628307,4.512801,1.791385,2.476027827,4.88015384,2.671525196,0.193089977,3.135709399,0.2018213,0.78673829,1.601996465,3.044258531,0.6713752,1.989666,0.2416067,1.512172323,1.529286,1.224384902,1.21088585,1.464223,0.7019493,0.3464532,1.324222,2.015213,1.769185,0.274062,1.160282,1.822182,0.2181499,0.7232973,0.4196207,0.109822334,1.758656,5.177725218,2.688015,2.082389,4.02581,4.435157298,1.941983291,1.016689,1.114462,0.6674104,1.141786,1.349361,0.5318413,0.9443818,0.123550412,0.2301866,0.8095002,0.5887255,0.3743247,0.199524,0.08698118,1.103875,1.675669,0.032162017,0.704121746,0.009773847,2.450997607,0.161186062,0.293477605,0,0.5848112,0.08477555,0.152782888,0.01886998,0.01143873,0.166456022,0,1.107878,0.05494365,0.080755554,0,1.079607,0,0.8294626,0.6722925,0.518325819,0.216265342,0,0.449835778,0.3271597,0.033645693,0.03925928,0.01444221,0.411919686,0.2741747,0,0.05473167,0.2570417,0.2424521,0,0.02159551,0,0.07062785,0,0.05125037,0,0.1094866,0,0.05711561,0.007438855,0.2823004
TCGA-B0-5096-01A,0,0.072829002,0,0.02616778,0.01826192,0.2265994,0.04324667,0.873412386,0.00882206,0.04022669,0.012525059,0.014440899,0.007296519,0,0.058905693,0.2413627,0.043433001,0,0.00645258,0,0.9328423,0.268061048,0.07097907,0,0,0,0.5644176,0.018040172,0,0.05052312,0.2870683,0.379941414,0.025091972,0,0.006001261,2.393531901,0,0.456906183,0.082014421,0.09187948,0.07841986,0,0.07996929,0,0,0,0.026662109,0.6715118,0.2100665,0.2240637,0,1.67863,0.08500355,0,0.2145995,0.06263104,0.1610596,1.412412,0.08857886,0.006407178,0,2.163067333,0,0.1763685,0.08544968,0.060743928,0.585742304,0.2342259,0,0.1024009,0,0,0.04852538,0.08409169,1.214616352,2.533421,0,0.3601659,0,0,0,0.2881163,0.06612328,0.686099765,1.165288504,3.684224,0.209331527,2.518409795,0.81290518,0.00712344,0.7074196,0.1065245,0,0.02122037,0,2.22303069,1.350954,2.776335,1.459795,0.021971906,0.7365624,1.343683,3.368559,0.2512747,1.054702,0,0.285008588,0,0.027162398,0.1931282,2.054803434,0.009566509,4.793593,0.057721118,0.5277543,0.1156186,0.1347656,0,0.7831411,0,0,1.280297,0.04016945,3.529265,0.0433796,3.259801,0.4847236,0.1276509,1.198713,2.925587,2.902378
TCGA-BP-4158-01A,0,1.792124501,0.04640128,2.775636,0.05214232,4.683296,0,5.953245628,0.238986704,0.3779929,0.138508407,2.886381678,1.055982213,0.7918004,0.13794571,0.2090054,2.086612635,2.432408,1.637365,0,6.803011,0.766440391,2.35841,1.571877,3.931919,2.721179,1.697767,1.664074633,0.179736123,3.846591,0.3983841,1.627185338,6.482546379,2.549534762,0.067875637,3.777043339,0.5043481,1.061237501,0.259621827,2.991300861,2.802455,1.095857,0.05439308,0.88346084,1.77248,1.138717671,2.438008202,1.765969,0.7478303,0.855226,1.978585,0.1387442,2.338061,0.7191846,0.2072101,1.216975,0.5409891,3.040468,0.4816923,0.112957559,1.802877,3.490150845,2.18865,5.133064,3.413691,4.417895777,3.895858751,1.665813,1.762478,2.322631,3.202118,1.27483,0.2993621,0.490171,0.076576879,0,0.08566889,1.399745,0.3112814,0.229271,0.0711013,0.3515699,0.1127657,0.426109624,0.010004072,0.2212919,3.079014762,0.080868066,0,0,0.03618022,0.1986172,0.095058083,0.06047567,0.01855135,0.742416704,0.2127328,2.486663,0.7374099,0.873856356,0.2510787,1.311,0.1059044,1.076558,2.014364,0.027147381,0.144270988,0,0.026167439,0.7801551,0.054309244,0.0365082,0.02340732,0.210695724,0.11779,0.3575449,0.04464834,0,0.5809916,0,0,0.03167006,0.0763975,0.01453437,0.1219309,0.0174219,0.08962417,0,0,0.03592521,0.06201646
TCGA-BP-4762-01A,0,2.1991744,0.1909408,0.8581721,0.2132969,4.812192,0.105844,2.71539824,0.408537987,2.06454,1.04880765,4.293527927,1.692598722,2.375331,1.673261445,1.056479,2.963704537,1.140204,1.097647,0.4657652,6.938601,1.939334464,2.596014,0.4314939,3.589956,1.621009,0.1108299,0.088080609,0.09389439,4.209814,2.136279,1.761418088,2.630771067,2.090242514,0.124822122,2.553748022,0.111729,0.350707454,1.093601823,1.383183768,0.5136858,1.293887,0.3241084,0.361760594,1.561431,0.134300638,0.246887986,0.6038274,0.7630482,0.2367257,0.9834403,1.723209,1.625284,0.1606672,1.139881,0.4541485,0.6397763,0.3171366,0.2446526,0.113238417,0.6218247,0.592995353,3.362307,1.520478,5.254635,2.775054808,1.879886773,1.020717,0.157177,1.323529,0.3303838,0.1528356,0.4246971,0.3222087,0.109251605,0.1017255,0.2772638,0.4379654,0.1430729,0,0.06176547,0.5964618,0.1397063,1.607351475,1.084513731,0.3424906,0.521975138,1.266701873,0.235538658,0.081045681,0.09216286,0.03040681,0,0,0,0.496252722,0.2204346,1.421588,0,0.054348735,0.05817751,0.4396139,0,0.6018853,1.001995,0.640817783,0.064238068,1.472942744,0.056057433,0.1932432,0,0.1226907,0.1548483,0.30832647,0.05217988,0.04933607,0,0,0.2286597,0.009694135,0,0.02746228,0.3050226,0,0.03626243,0.03003817,0,0.1072105,0.2956039,0.01566319,0.2511573
TCGA-BP-5189-01A,0,3.393277355,0.09753364,0.743501,0.6932356,6.040687,1.182604,1.088865305,0.084119535,0.08170612,1.183514021,3.82681986,0.834842056,1.120054,0.568607286,0.5549356,0.792153888,0.7314042,1.032916,0,7.900225,0.191291837,1.310863,0.7927256,2.679092,1.377168,0.9042417,0.426082037,0.022304421,4.628862,1.670568,1.023843742,4.328074543,1.744631631,0.147145764,4.124728125,0.2692928,0.666157577,0.445337242,1.510059359,0.1972506,0.2487608,0.03763128,1.405594866,1.235629,0.012369732,0.310620212,0.5610833,0.4184225,0.2779486,0.6814335,2.757085,0.9592252,0.4477559,0,0.2699003,1.298866,1.025502,0.2774485,0.016447168,3.313482,4.899761119,4.125237,4.349134,5.256268,2.654213969,2.58742493,3.89849,0.1692203,3.537427,1.64643,0.3518297,0.2123942,0.1279837,0.027779221,0.2935858,0.09147346,1.067437,0.174821,0.05221751,0.2499651,1.023863,0.3122269,0.163619183,0.83928873,4.890589,1.915984379,6.187847786,1.196553376,4.232827449,0.3467716,0.1783631,0.117716696,0.1314883,0.05871898,4.620442115,2.764837,2.190757,1.012709,1.107230119,1.441537,4.363784,0.4767753,0.4984679,1.29019,0.112759339,1.272595936,2.124383546,3.749017761,0.3398953,0.097308021,0.0342059,1.170766,0.18928906,0.03246071,0.09014996,0.1164636,1.463004,0.886655,0.011969294,0,0.08320236,0.3018672,0.07610361,0.5729019,0.1427267,0.5318046,0.09962232,0.6105636,0.1854028,0.9733575
TCGA-B0-5097-01A,0,0.013391366,0,0.2801002,0,4.659453,0.0769786,0.941392267,0.058561912,1.449682,0.044616279,2.443356933,0.861813248,0.2754746,0.104417233,0.07678479,2.621135376,0.3147823,0.2700785,0.2473837,3.401685,0.501541056,0.2952132,0.05332033,0.1277875,0.3946777,1.104188,0.079507217,0.072369055,0.5030836,0.9756425,0.551020088,2.874134443,0.852644851,0.005405452,3.598857465,0.03102825,0.507733307,0.244117814,5.336249007,0.1442845,0.7483016,0.0437586,0.140900321,0.8159312,0.021552993,2.073230712,0.1144254,0.3048049,0.07727116,0.5015411,1.840009,0.9314947,0.04517129,0,0.1373574,0.3995328,0.3119385,0.04055846,0.10588868,1.478473,6.3668965,1.796817,2.818614,2.653846,0.695652249,0.722706114,0.4656929,1.437869,0.4481931,0.1520787,1.459414,0.04377116,0.7212428,0.162134705,0.3064853,0,0.5952503,0.07901284,0.1748548,0.06659146,0.3396061,0.4647863,0.662326146,9.183995085,2.587902,2.73981362,7.9342973,8.859619569,0.087333105,1.23486,0.1570635,0.059990174,0.05662663,0.06819963,4.85603228,2.914002,1.16765,0.507454,1.571257366,1.942661,6.158719,0.03385184,1.039178,3.062635,3.363137167,1.823997036,1.583890403,3.513907863,0.784384,0.323202015,0.0757674,1.201704,0.134913465,0.1626292,0.1540778,0.3217316,0,0.4551808,0.111154837,0.0487835,0.1150558,0.4120123,0,0.6823525,0,0.8789717,0.5848355,0.1670879,1.260031,0
TCGA-B0-4703-01A,0,0.006337467,0,0.0222798,0.04613331,4.110357,0.240152,0.070764891,0.007504575,0.2244013,0,0.078061723,0.012386152,0,0,0,0.022321244,0.1270866,0.05396531,0.05008023,1.362437,0.053448509,0,0.1461948,0.2325319,0.05260499,0.07625841,0.075183248,0.008220385,0.3818814,0.09787756,0.495576378,0.068302537,0.326089983,0.005104289,1.960633303,0.04375053,1.022819302,0.334702345,0.200502331,0.1079855,0.4892941,0.06827414,0.013907692,1.739244,0.020358497,0.02270126,0,0.2222989,0,0.1449326,0.5898101,0.6198112,0.3106239,0,0.05342471,0.2640533,0.09541245,0.03832456,0.021676165,0.3718255,5.794649964,2.722322,4.244673,3.667675,3.62895927,2.659437046,0.2386136,0.04172235,0.2855875,0.1440002,0,0.08157273,0.3278794,0,0.1036568,0.7674062,1.868789,0.07471507,0,0,0.3854707,0.04530597,1.544637773,0.295503884,4.291212,3.623972874,0.094737468,0.527646731,3.492691897,0.1239135,0.2575811,0.111268814,0.1051331,0.04862585,4.36417076,2.23368,2.109922,0.8575385,0.154566868,1.26642,2.351836,4.514044,1.234973,0.5544856,0.563622175,0.947532182,0.079413038,1.586818106,0.4998795,0.139613171,0.2400337,2.992936,0.658529956,0.9270026,0.6808132,0.3689231,0.02856387,1.315314,0,0,3.312624,0.1003334,0,0.7440056,0,0.4217252,0.4785134,1.35904,1.761039,0.5125678
TCGA-B2-A4SR-01A,0,2.44812872,0.3172229,0.1569708,0.06932915,1.756437,0.6127669,5.444023028,5.025365153,0.7742148,0,0.82592821,0.128391041,0,0,0.05533153,2.815867462,0.7928017,1.355624,0.4868223,2.476118,0.036652634,2.233523,0.7883264,3.803937,0,0.1678111,0.085130878,0.018613692,3.238195,0.1458086,1.422216539,7.148551428,1.16293312,0.051365229,3.812980021,0.1439894,0.497126566,0.43135639,1.926908476,1.319854,1.930343,0.2936842,0.129027095,1.587171,0.229273291,0.913047535,1.036235,0.8338218,1.013096,1.580085,0.6543125,0.6973534,0.3090095,1.435331,2.330382,0.6857819,2.091818,0.1665288,0.101789798,3.361301,7.889711343,0.2425571,1.483255,1.174812,3.439171268,1.420395244,0.5954215,0.6167726,0.7133463,2.799781,0.5392071,0.1791218,1.149084,0.076816264,0.1542703,0.3167297,0.1852122,0.240237,0.1868001,0,3.628309,0.02591394,0.019756476,0,0.5515562,4.824718713,0.067913222,0,0.020550462,0.03629491,0.1992127,0.125786928,0.2975441,0,1.79509565,1.123995,0.5716979,1.748768,0.089834728,0.758143,1.831485,0.3126368,1.360227,0.807638,0.485613905,0.144711633,0.228311596,0.102253012,0.3525057,0.493586488,0.4298514,0.02348185,0.227613915,0.1181531,0.05700884,0.04478946,0.6065194,0,0.011225815,0,0.06285663,0,0,0.7214207,0,0.4021693,0,0.09202736,0.006069383,0.2342062
TCGA-BP-4337-01A,0,1.56746537,0,0.0932262,0.03312883,3.217171,0.1518305,3.932652391,0.020030608,0.03672132,0.088955421,0.174290694,0.032967565,0.2785937,0.053802731,0.0263731,0.190535471,0.9546191,1.710336,0.05363453,3.962776,0.51500158,2.076734,0.29715,2.331164,0.6018593,0.1588662,0.611394551,0.017572309,3.110417,0.8301117,0.689018752,7.273808057,1.153003077,0.032528656,3.317488256,0.492827,0.626242489,0.12285507,3.218317201,0.4349746,0.0626814,0.2025116,0.447363896,0.2066189,0.029019736,0.927017172,0.1596295,0.5851354,0.6770221,0.350729,0.08910946,0.4837835,0.1747986,0.3701139,0.5107147,0.3641902,2.222094,0.2304507,0.186472688,0.1620331,8.98237679,0.3811378,4.226062,0.7216397,1.147603164,0.701784027,0.3665804,0.6760909,0.4878982,1.485869,0.6879119,0.9528189,0.1498398,0.141719679,0,0.08123224,0,0.07996991,0,0,2.915753,0.0838804,1.681556779,0.410764077,2.764815,3.463490146,5.12312569,0.500677468,0.33542826,1.30253,0.2464882,0,0.0573179,0.1509147,0.383039653,0.1639309,0.9394526,0.3091778,0.013395041,0.09422199,2.782757,0.3611422,0.6967332,2.321173,3.59322407,0.092722237,0.028889436,1.690068007,0.6308839,0.204814999,0.306343,0.3547298,0.482321873,0,0.3405792,0.29064,0,0.4600333,3.988131331,0.1433435,0.03000075,0.141395,0.1938242,0,0.1117186,0.3822766,0.8490485,0,1.770191,0.05877987
TCGA-A3-A6NJ-01A,0,3.60202224,0.09005463,1.452487,0.5923234,3.70339,0.5761516,2.06138474,4.372457276,4.011861,0.058481104,5.529185082,1.472655886,1.500252,0.977352924,0.8063627,2.448476032,2.16801,0.9433582,2.121218,6.957566,3.197111076,1.589647,0.8742888,3.743495,2.397419,1.364548,0.034045955,0.283109064,5.341052,3.068666,2.382609723,6.0351035,1.860810207,0.365960272,3.741902524,0.3632727,0.165064839,0.795299228,2.015620933,0.4141225,2.094106,0.04607073,0.068526893,1.429799,0.218945648,1.667658444,0.6438009,0.6846479,0.2838083,1.210471,2.041415,2.213986,0.521726,1.046338,2.875018,0.7738098,0.6411141,0.042704,0.111359496,1.185668,1.582127289,1.658933,2.309085,2.385883,2.711383484,5.039280465,3.022448,1.881695,2.734147,0.7679311,2.189244,0.8310718,0.4240744,0.988930644,0.1872035,0.5677811,0.7421725,0.1617389,0.09475518,0.2007893,1.088419,0,0.019406123,1.906619968,0.2713031,0.166588397,0.482999908,0.484316037,0.555498884,0.263246,0,0.0937051,0.04000886,0.01828036,0.258109869,0.2098223,1.417686,0.9103162,0.054961699,0.09793206,0.9803235,0,0.1183801,0.1923646,0.104154403,0.024704059,0,0.012950703,0.113101,0.010865149,0.09685853,0.06812017,0.018507718,0.1708625,0.161902,0,0,0.4759875,0,0.05135645,0.0312095,0,0,0.08124314,0,0.1715931,0.06197248,0,0.005961249,0
TCGA-CJ-5671-01A,0,1.009006036,0.04288097,0.8684431,1.265481,3.68038,0.1482122,1.931879474,0.007844444,1.141701,0.04404783,0.087591508,0.006487576,0,0.05247783,0,1.538698056,0.1535622,0.1052835,0.3734114,4.759261,0.140892187,0.2379346,0.052643,0.7532965,0.2559377,0.2951126,0.661394693,0.143445139,2.091888,1.874343,0.280063922,4.387534851,0.510156749,0.010651648,3.470471025,0.03063109,0.492514816,0.037027372,3.279350959,0.6702354,0.1899165,0.05731845,0.057285731,0.8427682,0.035288029,0.466068054,0.2378661,0.3933956,0.09475769,0.9015268,2.767193,0.6721204,0.2103529,0,0,0.3950112,0.2516908,0,0.039412034,0.05700912,7.604690246,2.449934,3.391178,3.145102,0.106281469,2.599896495,0.08770088,0.3166039,0.04641071,1.177541,0.1623725,0.04321332,0.4578112,0.023995985,0.03697281,0,1.254806,0.07801785,0.2128556,0.1286324,0.5226879,0.201732,1.361109147,0.579701737,0.4295656,2.600086257,2.248428637,0.302187383,0.8626398,0.2191893,0.1842586,0.059229836,0.09201168,0.1473171,4.353280758,2.985822,1.120622,0.6622243,0.178700573,2.313178,1.044947,0.09802048,0.4107038,2.080338,0.60973596,0.456402988,0.211329008,0.787802881,0.2051276,0.208885699,0.3132048,1.7268,0.284167509,0.2104412,0.2898393,0.3011101,0,0.2425451,1.780886925,0.01623359,0,0.3230502,0,1.060275,0,0.8229763,0.3649282,0.08488161,0.7238934,1.038496
TCGA-CJ-6032-01A,0,4.267948942,0.01679703,1.364979,2.296279,6.566605,0.723324,3.334459018,4.148647368,3.481039,1.820993905,6.960589264,2.170724089,0.6078461,1.986314742,0.7639814,3.256833958,2.779662,0.638592,0.3311455,6.520676,1.153988815,2.604281,0.4289153,4.062017,2.005032,1.295011,0.448584846,0.158262193,6.070067,1.354601,3.980008203,5.760201993,2.570458655,0.240282447,3.016910001,0.242762,0.330125548,0.339988612,4.117816596,0.9940419,2.907552,0.3685511,0.874481748,1.866807,0.308444719,1.459734715,1.511586,0.7057245,0.3964013,0.6784223,1.00913,2.889061,0.3970893,1.733016,3.430621,0.5478053,0.0779132,0.2053203,0.302686679,2.00709,1.772064872,0.2584151,2.499708,0.8138885,2.297849705,1.452095099,1.819758,2.008772,1.922919,0.5543876,2.328561,0.1301716,0.1689722,0.159871498,0,1.037138,0.2578435,0.7572193,0.5055278,0.1487391,3.929514,0.1920747,0.639783294,0.225929685,1.400167,3.104222991,0.212094021,0.009814951,0.004919546,0,0,0,0.007357263,0,0.219585214,0.03248177,1.583602,1.79139,0.030238004,0,2.144006,0.7108542,0.6791457,0.9383316,2.951904377,0,0,0.064751773,0.1869911,0.007909938,0.1567579,0.01681153,0.066191579,0,0,0.0161562,0.02322569,0.3609437,0,0.09798879,0.04517494,0.02783955,0,0.2246817,0,0,0.04533264,0,0,0.08807275
TCGA-B0-5712-01A,0,3.92350077,0.1154688,2.731105,1.94336,5.593823,0.4046197,1.735302771,3.017973876,3.185692,0.279855425,5.816205052,3.286187946,1.195709,1.220408263,1.344828,1.686790629,2.869393,1.234899,4.961415,5.528187,3.039434624,2.415036,1.135882,0.7059768,2.07616,3.226352,0.014780241,0.796575827,3.031233,5.440627,1.94602583,4.449172972,1.75177565,0.546488519,3.052235647,0.2117004,2.173428248,0.346266009,4.561927819,1.602357,1.341705,0.03982067,0.907956027,1.367119,0.582051645,0.972087122,1.446409,0.7611227,0.2172329,1.655591,1.193288,3.982832,0.1947411,2.341643,0.1253533,0.9991187,1.17012,0.2717649,0.159063096,2.224603,8.837690246,0.8593366,5.517329,2.444738,1.762605347,1.733636613,1.418674,0.5929606,1.63549,1.271646,1.068161,0.387292,0.316833,0.065329714,0.8194921,0,1.03161,0.1405397,0.1970704,0.3306462,0.1642683,2.102025,1.604085451,0.15360939,1.659956,0.01990149,0.37179347,0.139066484,0.28539197,0.06096164,0.0298476,0.027567944,0.01738922,0.06210909,2.265499778,0.2497727,1.16073,0.2341531,0.642440005,0.3130256,1.458439,1.068161,0.3453158,1.075293,0.045839408,0,0,1.859412494,0.09806088,0,0.08391591,0.03955926,0.06286984,0,0.1406825,0,0.05449012,0.1167337,0,0,0.07940459,0,0,0.1698017,0,0,0,0,0.005142787,0.1038684
TCGA-B0-4833-01A,0,2.361581703,0.157769,1.603067,1.763064,3.877662,0.1690669,5.351814477,0.104582591,3.21404,0.936893927,6.096826536,3.890611998,0.6386114,0.974456523,0.4991345,2.50625133,1.727193,1.131243,1.431539,5.020519,2.821632654,1.983054,1.900397,2.379093,1.878422,1.120181,0.865985241,0.837651256,4.639815,2.544713,1.245915109,6.838735266,1.499786097,0.744655829,4.001923459,0.3921513,1.391676972,0.171383504,5.07716154,1.15775,1.710094,0.1078538,0.346560431,1.419963,0.533741898,2.974336597,1.368072,0.4579348,1.057791,1.389665,0.4147889,1.735912,0.3658153,1.458082,0.5089243,0.2803306,1.815088,0.06090543,0.125557358,2.90391,5.322473708,1.521648,3.582578,2.492124,2.247420538,2.55327645,0.06765928,1.951186,0.1377416,2.615394,2.522454,0.5517662,0.1133581,0.20687437,0.1104262,0,0.659295,0.1178789,0,0.5146614,0.8049161,1.641833,0.310019526,2.312012752,0.5699911,0.763927848,0.299848664,1.167480986,0.019321271,0.05090443,0.0970414,0.503229526,0.04302343,0,3.106649416,2.097773,1.44027,0.594563,0.423714561,1.608747,2.627229,0.008607855,0.91568,2.279662,1.062093714,0.347869934,0.202972327,0.036868585,0.5540469,0.244223128,0,0,0.222536847,0,0.1552813,0,0.08957732,0.6424859,0.01579968,0,0.04458697,0.1068937,0,0,0.02457693,0.7088345,0,0,0.1772741,0.2465318
TCGA-EU-5905-01A,0,0.152350611,0.349123,0.07774708,0.1852473,1.912896,0.1134652,1.635311557,0.119805101,0,0,0.274576222,0.057833115,0,0.356315179,0,2.107410849,0.0683758,0.1328087,0.07840758,6.907725,0.099785585,0.6872374,0,2.660718,1.465494,0.06062019,0.816620116,0.032225356,0.8210305,0.9992587,0.637398727,6.759842911,0.566778529,0.381425889,4.257668298,0.04608149,1.071802767,0.055642404,2.56832382,0.293143,0.7266501,0.196094,0,0.6031118,0.042590539,0.035732961,0.058078,0.5425892,0.4752706,1.800175,2.192238,0.4251366,0,0.8972411,0,0.9655017,0.1942686,0.06013981,0.017164069,0.1262422,6.188011667,4.249889,1.153019,5.128885,0.658243432,1.53340304,0.3610858,0,0.2603769,1.166572,0.5365005,0,0.2158503,0,0,0.5968969,0.4659749,0.418117,0,0,0.4235364,0.01807988,1.061638356,3.582211486,0.1072118,3.667999811,2.624023553,2.836800308,0.477813054,0.5114057,0.04871384,2.484312176,0,0,1.293941252,0.3404689,1.558503,0.7589602,0.168377921,0.09267593,0.6547773,0,0.6589195,1.406242,2.568622458,0,2.137546518,0.583300859,0.4293664,0.015370572,0.02558073,0.6929211,0.126270205,0.08322306,0,0.1213612,0.04490902,1.55501,0.076356342,0,0.5198339,0.3825898,0.02025051,0.5374788,0.02426414,0.1236359,0.1691291,0.2428391,0.05806277,0.0858597
TCGA-DV-A4VZ-01A,0,0,0,0,0.01888546,0,0.08807634,0.006288619,0.084435788,0.04158948,0,0.058832804,0.015053999,0,0,0,0.030089897,0,1.138091,0.1189454,0.08631828,0.01318762,0,0.1196771,0.6885765,0,0,0.963569284,0,0,0,0.123058398,0.39789265,0.086382139,0.036848062,0.342593996,0,0.247556453,1.58821017,0.063979334,0.05209533,0.01805627,0.01691114,0,0.8062579,0,0.548976763,0.03602218,0.4628898,0.02261554,0.05204226,0.05122054,0,0.196771,0,0.03273106,0.1662877,0.07785745,0,0.019790007,0.04168449,1.259888693,0.197884,0.6210741,0.3956963,2.055952235,2.751548351,0.1497799,0.2369209,0.1057942,0.08928872,0.3530377,0,0.8032232,0,0,0.4098589,0,0.5386676,0,0.1486352,0,0,0,0.489116454,2.465354,0.049788049,2.355577197,0.408631818,0.987702517,0.2520939,0.03762361,0,0.0110138,0,0.279246999,0.04841744,0.9343899,0.8037634,0.045089965,0.03635861,2.414305,0.6821145,0.3789274,0.9313043,0.140139013,0,0.56743051,0,0.2719371,0.02358368,0.00989417,0.04982203,0.040049181,0.06445015,0.3321885,0.02414935,0,0,0,0,0,0.04153032,0,0.04484755,0,0.1860955,0.1935059,0,0.03855092,0
TCGA-AK-3427-01A,0,0.039002713,0.02143603,0.02310702,0.01612072,0.02046695,0,0.063094548,0.023229171,0,0.054441649,0.050320911,0.031907152,0,0.052084146,0.02552292,0.025699422,0.04522515,0.0723158,0,0.05580009,0.108772192,0.06278955,0,0.09496609,0.1070874,0,0.151850939,0.017004172,0.04465734,0,0.043166939,0.03310781,0,0.021064285,0.029671438,0,0.053196996,0.042782827,0.063661146,0.01925859,0.07546578,0.02159717,0.02158469,0.1178643,0.021114895,0,0.007755593,0,0.2975431,0.02242041,0.08629636,0.01536471,0.04426042,0,0.02795893,0,0,0,0.005653213,0,0.203944846,0.1158075,0.06657971,0.02565441,0.295838845,0.086296365,0.04418188,0,0.09069839,0,0,0,0,0,0,0.0786611,0,0,0,0.1276921,0.03092182,1.286689,0.314276402,0.612592308,0.0431607,0.042565497,0.109979166,0.733925134,0.018774557,0.06560225,0.09436604,0.368628739,0.01873453,0.01700127,0.039866593,0.04139088,0,0.03530646,0.012961355,0.03106327,0,0.005580989,0.3188342,0.3643382,0.012496266,0.022979069,0.02795893,0.012042979,0.1389204,0.039994668,0,0.06342944,0.132273843,0,0,0.02061948,0,0.3476876,0.118472131,0.03204265,0,0.03549099,0.03959189,0.07567223,0,0,0,0,0.02750189,0.05690542
TCGA-BP-4983-01A,0,0.010922277,0.01785605,0.009657018,0,0.914996,0,0.103509713,0.006479459,0,0.018346275,0.041986582,0.005358257,0.06055008,0,0.04222193,0.542071329,0.2128283,0.01885988,0,0.2191441,0.018677092,0,0.1270339,0.02696839,0,0,0.175402037,0.014160713,2.651534,0.02884606,0.195722733,0.182934987,0.385648099,0.030566881,0.55942769,0.02533571,0.693480617,0.075408351,2.906629263,0.2689994,0.0506642,0.01799044,0.012011553,0.07466529,0,0.038965609,0.006455231,0.1193831,0.06327858,0.12593,0.206454,0.01279419,0.07291294,0,0,0.08104443,0.1092677,0,0.14768711,0.01195264,0.130595543,1.030719,0.02409319,1.511405,0.088300929,2.294561028,0.3319625,0,0.3137322,0,0.06925585,0.2024128,0.1790523,0.019839774,0,0,1.234305,0.06471191,0.0373834,0.05449641,0.2464071,0.009896925,2.41671346,2.40319527,0.02409786,4.137812551,0.178622925,2.969892861,2.145818459,0.3891621,0.02679398,0.024745548,0.09852932,0.01415829,0.143911656,0.1011707,2.513352,0.5597953,0.104445139,0,1.703696,2.971338,0.1603755,0.0774577,0.020733327,0.019143093,0,1.676615302,0.1164911,0.275575684,0.9321601,3.486521,0.028528253,2.666356,0.2054967,0.6441991,0,1.708074,0,0.05292978,0.4563729,0,0,0.153165,0.01329507,1.01839,0.09476608,0.7228307,2.332888,0
