id,class,SLC10A2,AC018541.1,AC003984.1,AC018467.1,UGT1A9,AC087762.1,SLC17A4,PLG,AL138826.1,AFM,CYP4A11,CYP4A22,LINC02061,OR2T10,AC138089.1,A1CF,AC073346.1,LINC02275,AC087379.2,GSTA2,ARSF,AL080248.1,AC002401.1,AC124854.1,GSTA7P,AC027458.1,NTS,LGSN,AC021744.1,SLC47A1,AVPR1B,SLC6A3,TAL2,ZYG11A,LINC00887,AL158070.2,GLYATL2,CAPN14,CREB3L3,LY6E-DT,ENPP7P8,AP004782.1,AL033381.1,AC008554.1,GYPA,CIB4,LINC01060,AL163636.1,SLC47A1P1,ENPP7P7,AC007953.1,LINC01886,AC019193.3,RNA5SP107,AC018742.1,LINC01714,AC025627.1,AP002761.2,FAM205C,OSTM1-AS1,FABP7,LINC01077,TTC21B-AS1,LINC00462,AL109615.1,KISS1R,AC073115.2,AC015977.1,AC073115.1,AC009084.1,RPL37P11,LINC02310,AC104316.2,OR10Q1,AC099786.1,EGLN3-AS1,HMGN1P13,AL450322.1,DHFRP2,UQCRB,AC093583.1,LINC01788,WT1,FGB,KRT223P,SORCS3,LBP,FGA,LINC01559,AP000424.1,AC108749.1,TFF2,HSD52,AC013391.3,C5orf46,AC011352.3,AC114803.1,AL109946.1,ADAM18,AC011352.1,AC007326.1,AC079466.1,AL391845.2,SFTA1P,HTR6,SCGB3A2,GSG1L2,PPDPFL,DEFB131E,OPN4,ELDR,LINC00460,APOL5,DDX43P3,AC068492.1,AC010729.2,AP003100.1,RNU2-52P,SLC18A3,AC133637.1,AC006262.2,LINC00160,AC008060.4,LINC02703,AC008060.1,LINC02195,AL596087.2,AC113346.1,LINC01234,LINC01522
TCGA-B0-4691-01A,0,0.146083943,0.1654061,0.1828476,0.1557337,3.743324,0.18415,0.827587274,0.117792004,0.1390838,0.321554545,1.081494213,0.262590852,0.2738827,0.176988711,0.1008757,0.19183118,0.1334463,1.064211,0.1034591,7.07083,0.162416135,1.742656,0.3355749,0.06490299,2.137536,0.2629557,0.319282055,0.104564559,5.554216,3.213205,0.532830354,0.190669207,0.760379958,0.093749129,1.553404587,0.06102177,1.399690831,0.143634969,3.73595362,0.3322963,0.2972487,0.04348512,0.043460184,1.458748,0.090595453,0.360355397,0.06176798,0.4583973,0.167372,0.5623176,0.08750434,1.573749,0.04488912,0,0.2849413,0.144941,0.5652915,0.3276632,0.173064505,0.1591849,9.5734521,2.292844,5.060108,3.825472,1.509471132,0.209548687,0.2113047,0.2452227,0.6102967,0.07756027,0.2386431,0.2054511,0.4029877,0.161161449,0.1434309,0.2955865,0.3262465,0.1529956,0,0.06617853,1.208711,0.04764092,1.359820617,0.525721684,5.341112,2.049926223,0.487257041,0.679794856,1.560147591,1.576329,0.4496554,0.442130306,0.4058251,0.08423512,6.211477727,3.604142,1.396505,0.352138,0.168115447,3.210623,4.09865,5.621296,0.6457045,0.9572173,0.012675758,1.385384598,0.028358349,5.117885846,0.7368251,0.099347606,0.05063347,0.5864498,0.28588907,0.2117484,0.7089716,0.04153074,0.05947694,0.2440353,0.030978452,0.1848472,1.007558,0.5407888,0,0.550256,0.03220965,0.9208982,0.3670799,0.5130237,0.9712582,0.3160008
TCGA-BP-4167-01A,0,0.202461434,0.07437722,0.0068442,0.09246514,1.296319,0,1.139177581,0.156701584,1.121253,0,0.787914651,0.205149415,0,0.429186517,0,0.612926193,0.1538678,0.307517,0.229816,5.224104,0.255491256,0.703878,0.06135881,1.24044,1.094029,0,0.477459791,0,4.969652,1.263839,0.170233472,1.660171612,0.695931387,0.142693629,2.693542006,0,0.377067797,0.021759833,2.952793309,0.2700114,0.03605512,0.02541021,0.025395541,0.4070165,0,0,0.3626259,0.05758432,0.1101848,0.3101903,1.474669,1.185238,0.102197,0,0.2158383,0.4084978,0.2229607,0.1358071,0.026448817,0.0168968,0.093672834,2.441237,1.551699,3.144339,1.112316984,3.038018632,0.1020192,0,0.05411391,0,0,0,1.355768,0,0.04313282,0,0.1983001,0,0.103459,0,2.144094,0.1213196,0.598509509,0.266320376,3.38972,1.998203774,0.521553297,0.11401972,0.107229862,0.6557934,0.2132189,2.862272701,0.04376021,0,5.662374116,1.968869,2.220755,1.096463,0.173234919,1.736984,1.327393,0.006572772,0.3454657,1.89052,0.057963645,1.57825398,2.834384776,4.016021829,0.342487,0.125745166,0.009940287,0.8291468,0.510159806,1.133169,0,0,0,0.973189,0,0,0,0.9332617,0.736821,0.8424125,0.7499401,0.9769292,0.9360888,0,0.02593439,0.06680962
TCGA-B8-4620-01A,0,1.329940054,0.04126705,0.5629468,0.6966886,0.1151506,0.1084221,1.475125266,0.026239218,0.1331636,0.010715003,0.090183259,0.00624043,0,0,0,0.090113463,0.2451125,0.07540052,0.146069,5.379543,0.287011822,0.3319191,0,1.452378,0.2916519,0.2848874,0.215824181,0.008265468,0.3496326,0.1297604,0.062339583,2.190986183,0.958673798,0.075131084,4.217735467,0.1551246,2.126815341,0.053121933,0.285261405,1.095934,0.1154031,0.3370059,0.134089088,1.981722,0.013678672,0.820040703,0.5560049,0.5766236,0.6063042,0.1257572,1.114376,0.9515637,0.2028607,2.465947,0,0.1387833,0.9726602,0,0.053881053,0.09470094,4.911835294,2.347939,2.03094,3.219096,0.795196926,3.110582165,0.6532287,0.6420672,0.6178195,1.535931,0.7050307,0.08200887,0.9048423,0,0,0.07630321,1.555583,0.1465128,0.1664948,0,0.6021247,0.03429757,0.281623083,0.191663958,2.761051,4.199946805,2.966413008,0.111490329,0.012159079,0.6448948,0.2323036,0.190403582,0.05381296,0.1569051,0.183686533,0.04013464,3.669709,1.132642,0.012564204,0,1.944462,4.228546,0.76724,1.983988,0.758214052,0.022277326,0.053713147,3.388630008,0.7947493,0.009793224,0.9633968,2.597739,0.492784861,0.5011872,1.049663,0.4015158,0.1115989,1.67857,1.227147684,0.01561717,0.109447,0.06802165,0.2274819,1.23699,0.2296727,0.541212,0.1617473,0.2324905,0.237653,0.1596057
TCGA-B0-4838-01A,0,2.029636814,0.02288403,1.938271,0.7723958,2.120911,0.2638624,3.152241318,0.824958271,1.22156,0.080665534,5.498725142,2.885909593,0.2204376,0,0.05398382,2.90394177,2.149015,0.8363555,0.3043206,5.128341,0.504071398,0.9636536,1.342683,3.456861,1.311131,1.119585,0.890305357,0.368776839,3.537404,3.260345,2.485050325,4.556678501,2.146787424,0.033600959,3.770447985,0.2549946,0.51730579,0.108456534,2.733694062,0.5020781,0.9393923,0.03822442,0.293255729,1.529401,0.137152227,0.882473088,0.7229634,0.3869823,0.2120084,0.2231557,0.9424097,2.05133,0.2220357,2.007943,1.685047,0.4155723,0.4095694,0.4093919,0.121763265,2.541586,8.822123896,0.4405151,5.241588,0.5832642,0.823587093,1.113128505,1.31887,0.8582339,1.413205,1.629255,0.5898214,0.2550427,0.2941857,0,0.7551971,0,0.8492058,0.08256203,0.6222028,0.1994599,0.8802906,0.1795877,0.153223552,0.131332637,3.297708,0.253257065,0.040123722,0.059271404,0.052844019,0.03540519,0.03430897,0.031692301,0.05919078,0.05378365,1.608791884,0.7782132,0.5599368,0.1904593,0.054579356,0.3549728,1.917348,3.135377,0.5482224,0.3330158,1.423199121,0.207064566,0,0.259388348,0.2820558,0.094308901,0.04452126,0.04544954,0.036523546,0.1153352,0.1091771,0,0,0,0,0,0,0.07478301,0,0,0,0.2486675,0,0,0.04093244,0.2288315
TCGA-DV-A4VX-01A,0,0.323142937,0,0.1181415,1.306196,4.262617,0.9603755,1.575073083,0.010960009,0.1446485,0.076152971,0.185966204,0.009065927,0,0.036899537,0,2.432331082,0.3693126,1.54455,1.407488,5.82416,0.17944558,1.28808,1.201312,2.542733,2.342697,0.1101873,0.087565943,0.137848871,3.529305,1.820429,1.049793092,2.515246638,1.672602829,0.175762325,5.207415318,0.4277796,0.721177845,0.195913594,1.890240414,0.4831149,1.709584,0.2001364,0.079504899,1.875625,0.472895714,1.593371454,0.02175616,0.4233353,0.3616026,2.817313,2.519783,1.652094,0.6106297,1.135128,0,1.884424,0.450551,0.5190326,0.14423094,0,7.304169395,3.340528,0.3405941,3.976593,0.075141839,1.341917245,0.178229,0.5150432,0.4497573,0,0.5023793,0.1177713,1.13352,0,0.8470164,0,0.4356888,0.6267108,0.1806789,0,1.394265,0.03326227,0.106869118,2.707883845,0.1924174,0.56257739,3.006062741,2.521318188,3.864866081,0.4442789,0,0.041676018,0.07760715,0.02390495,0.186777089,0.05800137,1.484941,0.18862,0.244199524,0.1270115,1.151619,0.02345234,0.03548185,0.5530816,0.034951774,0.032283132,0,0.425056702,0.05049052,0,0.09243988,0.979196,0.048004066,0.5253702,1.493341,0,0,0.1738101,0,0.04495973,0.04075639,0.7672823,0,0.5033056,0.02245209,0.933702,0.08067022,0,0.9223125,0.4224798
TCGA-BP-5191-01A,0,1.33487562,0,0.7343906,0.5787404,1.791581,0.1252422,4.063571598,3.112752221,0.0788549,0.073098291,1.726213499,0.138475684,0.762382,2.302510824,1.394083,1.201329483,0.4035648,1.085559,0,5.292603,0.701487848,0.07052413,0.1151247,2.102665,1.997766,0.3261667,0.035624941,0.163722251,4.650288,2.649946,0.50490966,5.091997145,0.671405767,0.348582602,3.230011631,0.0509881,0.561599723,0.415907058,4.482948473,0.8004158,0.2697871,0.1176044,0.102409202,0.9159545,0.054839178,0.830469509,0.109585,0.2087821,0.2038168,0.6936422,2.247554,0.6366217,0.79645,0.2132893,0,1.220186,0.5387044,0.04467835,0.031548795,0.06356875,5.134657458,3.292967,3.827753,3.372301,0.987381799,3.135337542,0.6418944,0.1853962,1.277968,0.4519765,1.179387,0.140056,2.420266,0.053096102,0,0,0,0.168905,0,0.2095636,1.620087,0.03977716,0.214975571,5.730781882,4.612499,1.140071395,5.810505825,2.938795753,3.282172844,1.502728,0.03615313,2.917894001,0.05213844,0.0380156,1.947013512,0.2590317,2.044426,1.615752,2.062175311,0.166793,2.177159,0.03114929,0.2376384,0.7838942,0.068996896,0.02585366,2.537152116,1.149148468,0.1555412,0.066932533,0.01894558,0.5909131,0.05734948,1.675325,0.1148888,0.02320126,0,0.4948994,0.01154181,0.05372344,0,0.6681485,0.1836891,0.5105006,0.3226805,1.041141,0,1.193356,0.04312734,0.1838746
TCGA-CZ-4862-01A,0,2.283815046,0,1.088222,1.53233,4.796109,0.1421277,4.919782314,0.010000914,0,0,3.016248308,0.910570946,0.3390896,1.216224906,0.8505297,3.034869052,0.3635522,0.8218203,0,7.395302,0.990359797,1.814107,0.130707,2.907377,1.502166,0.78575,0.262774117,0.314859694,2.423657,0.6431896,0.961227569,1.345978356,1.707693208,0.482433707,3.441419279,0.2857309,0.367094657,0.275092932,1.871782894,0.8576218,0.870668,0.1504098,0.4725943,1.791832,0.227244428,0.145049438,0.5365083,0.5451881,0.2090207,0.645072,3.674546,0.4559363,0,0.447605,2.168995,0.5325501,1.740113,0.1936155,0.028839705,0.5676594,1.155925427,3.472634,2.831018,4.869562,1.328757522,0.144918007,0.7134483,0.2578327,0.3222349,2.10099,0.2041256,0.05490976,0.0950038,0.22797264,0,0.84198,0.5679314,0,0.2664398,0.3079706,1.909785,0,0.294660369,0.876425768,0.8535309,2.973178123,0.646889721,0.460292317,0.024093479,0.805416,0.3007117,0.311057878,0.05937059,0.06449889,1.522659492,0.6769217,0.8923639,0.8619833,0.143295009,0.4176952,1.873721,0.09055775,0.3858402,0.9329707,0.522255952,0.141707991,4.549464129,0.871720558,0.2569336,0.012976381,0.07425324,0.1326582,0.043852115,0.1377418,0,0,0.07497382,0.7661664,0.138637207,0.04106736,0.2101663,0.3653397,0,0.14255,0,0,0.1439398,0,0.07647203,0
TCGA-BP-4758-01A,0,1.527020185,0.05201832,0.9341629,0.1146053,2.204577,0,4.650155455,0.465095639,1.835623,0.202780782,6.206784167,4.330816876,0.3727812,0.994067986,0.4175066,1.612876127,1.801681,0.753024,0.2013743,3.809938,2.668724228,1.252148,0.3463681,2.677112,0.7595198,0.06493467,0.772134222,0.123877792,3.088319,1.268474,0.581718103,4.736033457,0.737087808,0.375847278,1.970337103,0.1659023,0.744664904,0.180889203,4.716521139,0.9432674,0.2966595,0.01768076,0.086264694,1.258165,0.100736043,1.722548547,0.6932746,0.4212685,0.3130544,0.1067862,0,1.628572,0.3273453,0.3002056,3.182557,0.4229827,0.7287495,0.4249094,0.11564081,1.613611,2.718329111,1.542649,2.722241,3.194615,2.267383218,0.314492778,0.2048245,0.8249506,0.1104576,1.079168,1.981029,0.602213,0.176133,0,0,0,0.2684346,0.1830031,0.1750211,0.3814366,0.4685925,0.5052732,0.145810527,0.058919662,1.762031,0.027981116,0.109897123,0.030549638,0.005140633,0.1057685,0.07760276,0.071765223,0.007687611,0.0276956,0.297563325,0,0.3473579,0.5044571,0.151431144,0.09919468,1.740488,0.5105717,0.7097129,1.993165,0.030458218,0,0,0.039015341,0.3665148,0.179055485,0.02061753,0.03491635,0.234656739,0.1730106,0.1639438,0.03356345,0,0.1033511,0,0.07735696,0,0.02908036,0,0,0,0.2533598,0,0,0.01355598,0
TCGA-A3-3365-01A,0,2.320691542,0.2032675,1.972272,1.185595,4.598998,0.08446039,3.627983024,1.470541301,2.417299,0.072898484,1.628927117,0.351925127,0.8091664,0.029478038,0.1112721,1.824271775,1.677814,1.238083,1.049635,3.214427,0.805335391,1.677232,0.3202045,3.618678,0.1197331,2.046304,1.118851898,0.163288348,2.579735,1.939336,1.440462429,6.926655528,1.440310399,0.20512875,3.208294659,0.1934482,0.610984392,0.176811484,1.100047142,0.8479116,1.426896,0.06373764,0.432813862,1.933686,0.294299009,0.85840979,1.515234,0.7084455,0.3127879,0.3175963,0.5700642,2.142405,0.5408699,1.183362,3.3824,0.6285557,0.9481148,0.4933863,0.056145543,3.269296,6.250309753,0.9197128,5.217167,2.191063,2.611680887,3.479399479,3.86651,0.3095295,3.388628,0.8439118,0.7345005,0.3070924,0,0.247222462,0.4299305,0.3946991,2.032149,0.3891724,0.1912401,0.5535575,0.499399,0.8621267,0.092178539,0.347098748,2.577274,1.721084024,0.135988429,0.216229097,0.441437151,0.0734732,0.1055639,0.356419457,0.07227926,0.1108675,2.421737574,1.827661,1.612012,0.0395923,0.210508205,1.167751,2.375707,0.2100214,1.104816,1.131793,0.041677344,0.282587939,0.062057736,0.154413305,0.8206991,0.022594617,0.3148243,0.5065519,0.389599305,0.7279893,0.1686277,0.2943477,0.2465669,0.2678806,0.111161488,0.0180805,0.2966756,0,0.02974456,0,0,0.09211345,0.5442289,0,0.01241945,0
TCGA-B4-5834-01A,0,2.565417935,0.6417006,0.8542093,0.01312789,4.09281,0.3848318,3.602108724,0.015788265,2.160145,1.443964792,3.657087599,0.941499534,0.05923422,1.505483718,0.7995127,2.803239218,1.569884,1.514002,2.046175,5.103278,0.275279374,1.948154,1.077281,3.765703,0.4930645,0.2704024,0.463867898,0.020722649,1.204346,0.9908763,1.948612187,4.672048741,2.328796881,0.075658129,4.106693939,0.2827885,0.529140494,0.516263297,2.00718066,0.5451345,0.2430373,0.3859769,0.531610723,1.82578,0.342396513,0.247791363,1.147072,1.002096,0.5571031,0.08909889,0.8894515,0.6310926,0.5915692,0.2988642,0.1104914,0.8407862,0.7753898,0.2684061,0.084996964,0.3750908,5.96899229,2.045343,3.734027,3.824258,3.354276202,3.023078529,1.079387,0.2306237,1.262308,1.743084,0.4185595,0.1670155,0.5595078,0,0.02992109,0.1849279,3.003666,0.1239535,0.1410067,0.3374241,0.8234196,0.5831228,0.615927892,6.615231071,2.102325,2.040233428,0.147175934,2.19235653,0.642657392,0.0535918,0,0.024201249,0.1664302,0,0.387043057,0.2502575,1.207432,1.199489,0.150719819,0.05020442,0.5458188,0,0.8286701,0.281828,1.450938257,0.018721226,0.110491356,0.659587659,0.08633843,0.008224259,0.02051626,0.01747744,0.121514774,0.1722038,0.04255686,0.08209181,0.1391487,0.3736136,0.033099147,0,0.04694622,0.1655127,0.01084386,0.06185743,0,0.06730487,0,0.06890786,0.0224125,0.04646162
TCGA-CJ-4876-01A,0,2.394160695,0,1.89801,0.4673478,5.277061,0,4.13810099,0.016514781,0.4834108,1.842334195,5.105846883,1.076378571,0.1500796,1.591810872,0.250838,3.32783441,1.172214,0.4094058,0.05517839,7.933714,0.981716067,2.983649,0.6677217,2.481494,3.353685,1.814066,0.933044111,0.167343287,3.573394,5.629459,2.039258945,6.672241515,1.925718385,0.405665489,2.578785368,0.2946244,0.932942157,0.058209763,5.574356512,0.5529294,0.5202713,0.04557444,0.174152562,1.137541,0.108932919,0.73569934,0.486913,0.3163414,0.3146329,0.2015978,0.8375331,1.065977,0.3393333,3.65419,3.368393,0.2888757,0.4081846,0.1998377,0.322660067,2.645179,7.766750073,1.45104,3.051993,2.490421,0.312840977,0.489981019,0.8432458,0.4736705,1.096982,1.110068,0.7038757,0.04558751,0,0.298896816,0,0.2373946,1.517491,0,0.6819185,0.1354848,0.4529112,0.0251792,0.920622511,0.917103657,0,1.414780105,0.581400618,0.217186815,0,0.06969714,0,0.635157007,0.0199242,0.08822336,0.083547795,0,0.3732054,0.6108622,0,0.03302691,4.254177,1.762045,0.4896477,0.5789477,0,0,0,0,0.1473641,0,0.03558925,0.6832282,0.036383538,0.6218745,0,0.02192794,0,0,0,0.2231303,0,0.03773088,0,0.2636757,0,0.5232786,0.1201175,0,0.02344137,0
TCGA-B2-3924-01B,0,2.099926197,0.05226749,2.859442,0.7110212,3.85842,0.673918,6.245733824,2.747164269,0.3171703,0.443787312,2.366079892,1.202086504,0.1724608,0,0,3.72770328,2.513239,2.370434,0,2.308158,0.158081307,3.320483,1.788317,5.493367,0.1308662,0.4297132,0.252766158,0.187512177,4.0373,4.028222,2.296112598,7.418491509,2.040028768,1.986717612,4.955192261,0.3058847,2.091954745,0.552166636,0.856066636,2.750581,1.938225,0.120002,3.214854579,2.434537,0.757360241,3.573886094,3.901983,0.1915408,1.156173,1.160419,1.497259,1.246222,0.8833217,2.467994,3.910219,0.1184787,3.70087,0.4987517,0.133254785,0.2446931,2.465191547,1.225873,4.918917,2.540968,6.478344035,2.075762277,4.082547,4.711919,3.303841,3.822786,3.124484,0.2000451,0.9361331,0.16743601,0,2.823109,0.9446631,0.8603074,0.3907382,0.4245231,2.926603,0.0291237,0,5.927895175,2.167633,0.052276391,0,3.115488484,1.133869087,0.228956,0.6878304,0,0.2742774,0.1594518,1.230557564,1.751553,1.243536,1.552646,0.122962073,0.6690818,2.907168,0.6360371,0.667013,1.024926,0.926380715,0.872612154,0,0.086754756,0.805188,0.119821195,0.02071737,0,0.406422457,0.1322775,0.34721,0.05029677,0.1404578,0.533831,0.025138946,0.03938549,0,0,0,0.4835415,0,0.1949533,0,0,0.01362179,0.3756996
TCGA-BP-4962-01A,0,2.834712777,0.01697134,0.5103211,0.2359115,4.234817,0.08903139,0.766279746,1.03260971,0.02816759,0.109748687,3.192833334,1.200086906,0.7933441,0.634254703,0.2600598,2.150449648,0.2186226,0.8925344,0.08125025,5.593655,0.326312937,1.014177,0.1963106,2.721084,0.60191,0.1808381,0.498126068,0.010105433,6.937513,1.897192,0.726191945,4.933983355,1.35606417,0.291377153,1.619638708,0.1822704,0.24558842,0.604115135,3.638404033,0.5000879,1.658317,0.04515484,0.172617589,1.06592,0.011165962,0.192912279,0.01832488,0.4481759,0.3283966,1.178131,0.1017718,0.3457824,0.1355473,0.2912086,1.6625,0.3806965,1.059362,0.09251989,0.095289687,0.03381299,6.291036093,2.689482,4.240709,4.050709,0.902721761,0.414642071,0.7764468,0,0.8439997,0.06079398,0.06588182,0.3361419,0.274121,0.018857417,0,0,0.136016,0.4774773,0,0,2.91932,0.03725872,0.894643008,2.242858126,4.005394,2.870904694,0.314419073,0.94948532,2.547407739,0.810558,0.2364797,0,0.07266918,0,1.459296671,0.4999235,1.155982,0.6246397,0.470125581,0.3701475,1.13197,1.617362,0.08792632,0.4872755,0.37373422,0.13951337,0.043957274,2.915863184,0.05651676,0.130190689,0.07815767,0.2213292,0.027119718,0.0437618,0.1207133,0.03246516,0,0.6548625,0.008110836,0.0503373,0.04563911,0.05571677,1.716933,0.03038525,1.720681,0.6810326,0.1332516,0.2511485,1.039717,0.0451678
TCGA-BP-4986-01A,0,0.123838664,0.03223829,1.088993,0.1174475,2.572886,0,0.493362188,0.046380176,0.05332196,0.089308127,0.115997023,0.019350939,0.05503985,0.47348961,0.3594219,1.697690841,0.1004495,0.7359961,0.07767793,4.240242,0.431609535,0.5225434,0.03961058,0.8516663,0.5511613,0.1456898,0.434951947,0.053852274,1.523371,3.897908,1.449363211,5.404533386,0.875050388,0.031681255,3.24901836,0.0789603,1.014816617,0.121185643,1.807522691,0.9858804,0.4400946,0.05373362,0.02172163,0.535829,0.026512553,0.10368337,0.5007913,0.8199095,0.1791369,0.5701578,0.9662774,1.765625,0.2198423,1.048111,1.317189,0.1092085,0.7314383,0.1167903,0.046278941,0.1693322,1.354336434,4.455807,4.853173,4.96779,0.515485528,3.071327404,0.484435,0.06481675,0.5268472,0.4100887,0.1233071,0.03248908,0,0.053372443,0,0.1723472,0.8872241,0.2727466,0.1623139,0,0.3722202,0.1936314,1.030029712,8.278347321,0.9097207,2.390813955,1.689517729,4.256401069,0.484153307,0.3768146,0.3278092,1.036756795,0.08296562,0.02558846,5.314194757,3.690083,1.569867,1.238078,0.043558318,2.459766,0.798712,0.04160096,0.9708941,1.577717,0.219284277,3.089749724,4.077079075,3.272283398,0.6351883,0.145464111,0.2023938,2.849674,0.493312087,0.7704266,0.1876221,0.2707554,0.1087449,0.7533078,0.045861417,0.03622565,1.165364,0.6624387,0.05935712,0.80898,0.08242403,0.1800623,0.6923855,1.842909,1.143138,0.7381819
TCGA-A3-3346-01A,0,0.786062295,0.02061046,0.01115156,0.04600552,5.329945,0.331144,0.137849438,0,0,0.04204518,0.006139724,0,0,0,0,1.258482661,0.5750643,0,0.0499417,2.688357,0.074081744,0,0.05025632,1.151093,0.1519812,0.1482898,0.266286786,0,4.423448,0.0332763,0.071887988,4.327812853,0.855409254,0.646614656,4.144531625,0.1271185,1.51570645,0.058428068,2.133773047,0.9992317,0.02948435,0.04123622,0.020753433,0.4305608,0,2.213341238,0.03689827,0.5290639,0,0.06372871,1.107942,0.5890816,0.08391722,0,0,0.8753954,0.06412718,0.1117449,0.026969295,4.765892,8.443468371,2.047271,3.720266,3.224468,1.066158825,3.842092319,0.2009564,1.765225,1.064505,0.2742181,1.523515,0,0.2049788,0.022897765,1.045957,0.07568853,0,0,0.0849601,0.06278129,0.7605577,0,1.990134841,4.949940793,6.371258,2.976421762,9.285468762,5.996430021,0,0,0,1.344305394,0.3088339,1.23629,7.271701295,4.66332,3.75872,1.266035,1.6258451,3.685044,6.300247,3.701695,0.0242922,0.2264305,1.783114785,2.664412086,0.053277103,5.424470027,0,0.597768221,0.1096594,1.890411,0.016548961,0.9808909,0.09861708,0.07771658,0.7467081,1.362717,0,0.3073862,0.2575022,0.2814971,0.1466229,0.3614282,0.1184541,0.5925019,0.2102394,0.3000892,1.542415,1.210907
TCGA-B8-4619-01A,0,0,0,0,0,0,0.07774568,0,0,0,0.011399136,0.006586736,0.006639527,0,0,0,0.008000575,0,0.04631563,0,0,0.011605187,0,0,0.03335773,0,0,0.048713549,0.00440354,0,0.03567479,0.022421419,0,0.038626116,0.016320409,0.012314729,0,0.013905018,0.031639771,0,0.006649843,0.03161251,0,0.029599348,0.03132331,0.014551077,0,0,0.03388594,0,0,0.04514513,0,0,0,0.05708894,0.05076817,0,0,0.017420098,0,0.037172372,0,0.01994051,0,0.055365631,0.030253168,0,0,0,0,0,0,0,0,0,0,0.1750335,0,0,0.1315185,0.04235292,0.4952898,0.04910558,0.046654324,0,0,0.08887635,0.019344687,0,0.132196,0,0.060591501,0,0.0688813,0,0,0,0,0,0,0,0,0.1136857,0.79023,0,0,0,0,0.1767218,0.148891997,0,0,0.052605607,0,0,0.04221368,0,0,0,0,0,0,0,0,0,0.1649062,0,0,0,0.1692586
TCGA-AS-3778-01A,0,2.286313482,0.1737141,1.257997,0.5020518,4.285129,0.385081,4.435081126,0.011078037,2.781342,0.609732131,4.451325481,1.41194468,1.244981,0.764102964,0.1834785,2.5344176,1.761018,1.018108,0.9297279,6.067887,1.867049276,1.404762,1.913485,2.848776,1.38406,1.011639,0.088484113,0.499613263,2.224265,2.291747,1.651668932,7.274790366,1.643432251,0.476266557,4.436690894,0.3016992,1.145982988,1.633768949,0.85440679,1.953021,0.8608241,0.04743465,1.018668693,2.054245,0.16524931,1.189937714,1.273889,1.036009,0.9325031,1.244007,0.6649026,1.076185,0.2715819,0.3433922,0.5867157,0.9437672,3.242744,0.074576,0.148143437,0.9059533,5.545333784,3.667804,3.137361,5.420695,3.762763967,3.688697392,0.6426543,0.7354947,0.6077055,3.188858,0.1535203,0.1189933,0.967475,0.231295003,0,0.4568758,0.1619383,0.2744037,0.08397924,0.062051,2.153824,1.567854,0.022818804,3.007237843,1.24786,2.560078386,0.283739432,1.3573924,0,0.9470308,0.3541234,0.083045167,0.1284337,0.211167,1.490368546,1.016375,1.397267,1.527291,2.616899554,0.5611614,1.148571,0.1463401,0.4083718,0.927938,0.963617727,0.085420427,5.685933618,0.252268091,0.0676424,0.056649885,0.03965729,0.07986596,0.213623775,0,0.3557191,0.01959113,0.3735595,0.3320898,0,0.2141035,0.05466374,0.3604879,0.1677705,0.1405115,0.0742948,0,0.05485394,0,0.01051023,0.3419669
TCGA-BP-5007-01A,0,2.317528577,0.01734161,0.9505269,0.7799923,0.7884026,0.2038781,5.433336143,0.021903221,1.781576,0.095381882,2.722185334,0.167160121,1.195505,0.725389802,0.1760286,2.612742484,0.8766187,1.346439,0.4385444,5.720738,1.614640637,0.1477064,0.4722863,3.481389,1.318401,0.4716291,0.780163979,0.077342705,2.361693,3.352887,1.043495509,6.526891625,1.444467524,0.75374213,4.784323086,0.1968908,0.863371951,0.477694581,1.118668054,1.534172,0.3534879,0.2569509,0.777705822,1.880494,0.312870401,0.262283957,0.8029087,0.9970614,0.8348592,0.541504,0.9970614,1.183632,0.6588851,0.7533671,2.353377,0.8134986,2.750609,0.03218766,0.05389127,0.5222812,6.948991685,2.616257,5.227072,4.326202,4.800889447,1.740036579,1.489967,0.03504795,1.462567,2.974814,0.06729464,0.3147072,0.7150589,0.111930367,0,0.7082083,0.381958,0.5753225,0,0.1533414,2.671978,0.4231897,0.052819125,1.260225804,2.175181,2.79514879,0.030449769,0.428038977,0.02522162,0.4602947,0.2412591,0.024034269,0.1028762,0.02736995,5.233545898,4.448388,1.114803,1.364252,1.544680136,3.379442,1.26327,0.3652066,1.084264,1.792307,1.053280539,1.309530812,4.065674403,0.019407998,0.1666979,0.102728881,0.1306914,0.03450682,0.171270379,0.2108508,0.2367994,0.01668013,0.1160882,0,0,0.02594044,0.1569922,0.3120118,0.02145762,0.148947,0.01291145,0.5128107,0,0,0.008944354,0.1342258
